,molecule_chembl_id,IC50,units,smiles
451,CHEMBL1784423,2.23,nM,OCc1cc(Cl)c(Cc2ncc(-c3ccsc3)s2)cc1[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O
452,CHEMBL1782080,17.5,nM,C=CCOCc1cc(Cl)c(Cc2ncc(-c3ccco3)s2)cc1[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O
453,CHEMBL1784424,38.7,nM,C=CCOCc1cc(Cl)c(Cc2ncc(-c3ccoc3)s2)cc1[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O
454,CHEMBL1784425,16.2,nM,C=CCOCc1cc(Cl)c(Cc2ncc(-c3cccs3)s2)cc1[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O
455,CHEMBL1784426,10.0,nM,C=CCOCc1cc(Cl)c(Cc2ncc(-c3ccsc3)s2)cc1[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O
456,CHEMBL1784427,3.49,nM,OC[C@H]1O[C@@H](c2cc(Cc3ncc(-c4ccco4)s3)c(Cl)cc2F)[C@H](O)[C@@H](O)[C@@H]1O
457,CHEMBL1784428,5.35,nM,OC[C@H]1O[C@@H](c2cc(Cc3ncc(-c4ccoc4)s3)c(Cl)cc2F)[C@H](O)[C@@H](O)[C@@H]1O
458,CHEMBL1784429,3.88,nM,OC[C@H]1O[C@@H](c2cc(Cc3ncc(-c4cccs4)s3)c(Cl)cc2F)[C@H](O)[C@@H](O)[C@@H]1O
459,CHEMBL1784410,2.12,nM,OC[C@H]1O[C@@H](c2cc(Cc3ncc(-c4ccsc4)s3)c(Cl)cc2F)[C@H](O)[C@@H](O)[C@@H]1O
460,CHEMBL1784430,4.57,nM,OC[C@H]1O[C@@H](c2cc(Cc3ncc(-c4ccccc4)s3)c(Cl)cc2F)[C@H](O)[C@@H](O)[C@@H]1O
461,CHEMBL1784431,27.4,nM,OC[C@H]1O[C@@H](c2cc(Cc3ncc(-c4ccc(F)cc4)s3)c(Cl)cc2F)[C@H](O)[C@@H](O)[C@@H]1O
462,CHEMBL1784432,2.24,nM,OC[C@H]1O[C@@H](c2cc(Cc3ncc(-c4ccco4)s3)c(Cl)cc2Cl)[C@H](O)[C@@H](O)[C@@H]1O
463,CHEMBL1784433,13.3,nM,OC[C@H]1O[C@@H](c2cc(Cc3ncc(-c4ccoc4)s3)c(Cl)cc2Cl)[C@H](O)[C@@H](O)[C@@H]1O
464,CHEMBL1784434,4.77,nM,OC[C@H]1O[C@@H](c2cc(Cc3ncc(-c4cccs4)s3)c(Cl)cc2Cl)[C@H](O)[C@@H](O)[C@@H]1O
465,CHEMBL1784435,2.31,nM,OC[C@H]1O[C@@H](c2cc(Cc3ncc(-c4ccsc4)s3)c(Cl)cc2Cl)[C@H](O)[C@@H](O)[C@@H]1O
466,CHEMBL1807552,3.0,nM,OC[C@H]1O[C@@H](c2ccc(Cl)c(Cc3ccc(C4(O)CC4)cc3)c2)[C@H](O)[C@@H](O)[C@@H]1O
467,CHEMBL1807551,1.8,nM,OC[C@H]1O[C@@H](c2ccc(Cl)c(Cc3ccc(C4CC4)cc3)c2)[C@H](O)[C@@H](O)[C@@H]1O
468,CHEMBL1807550,10.0,nM,N#Cc1ccc(Cc2cc([C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)ccc2Cl)cc1
469,CHEMBL1807548,9.6,nM,C#Cc1ccc(Cc2cc([C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)ccc2Cl)cc1
470,CHEMBL1807547,4.4,nM,C=Cc1ccc(Cc2cc([C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)ccc2Cl)cc1
471,CHEMBL1807546,93.0,nM,O=C(O)COc1ccc(Cc2cc([C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)ccc2Cl)cc1
472,CHEMBL1807544,9.6,nM,OC[C@H]1O[C@@H](c2ccc(Cl)c(Cc3ccc(OCC#CC4CC4)cc3)c2)[C@H](O)[C@@H](O)[C@@H]1O
473,CHEMBL1807542,8.0,nM,C#CCOCCOc1ccc(Cc2cc([C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)ccc2Cl)cc1
474,CHEMBL1807541,10.0,nM,CC1(OCCOc2ccc(Cc3cc([C@@H]4O[C@H](CO)[C@@H](O)[C@H](O)[C@H]4O)ccc3Cl)cc2)CC1
475,CHEMBL1807540,428.0,nM,OCCOc1ccc(Cc2cc([C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)ccc2Cl)cc1
476,CHEMBL1808390,4.0,nM,OC[C@H]1O[C@@H](c2ccc(Cl)c(Cc3ccc(OCCOC4CCCC4)cc3)c2)[C@H](O)[C@@H](O)[C@@H]1O
477,CHEMBL1808389,3.0,nM,OC[C@H]1O[C@@H](c2ccc(Cl)c(Cc3ccc(OCCOC4CCC4)cc3)c2)[C@H](O)[C@@H](O)[C@@H]1O
478,CHEMBL1808388,2.3,nM,OC[C@H]1O[C@@H](c2ccc(Cl)c(Cc3ccc(OCCOC4CC4)cc3)c2)[C@H](O)[C@@H](O)[C@@H]1O
479,CHEMBL1808386,6.0,nM,C=CCOCCOc1ccc(Cc2cc([C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)ccc2Cl)cc1
480,CHEMBL1819093,1.34,nM,CCOc1ccc(Cc2cc3c(cc2Cl)OCCOC[C@H]2O[C@@H]3[C@H](O)[C@@H](O)[C@@H]2O)cc1
481,CHEMBL1819094,2.95,nM,CCOc1ccc(Cc2cc3c(cc2Cl)OCCCOC[C@H]2O[C@@H]3[C@H](O)[C@@H](O)[C@@H]2O)cc1
482,CHEMBL1819095,0.974,nM,CCOc1ccc(Cc2cc3c(cc2Cl)OC/C=C\COC[C@H]2O[C@@H]3[C@H](O)[C@@H](O)[C@@H]2O)cc1
483,CHEMBL1817684,2.27,nM,CCOc1ccc(Cc2cc3c(cc2Cl)OCCCCOC[C@H]2O[C@@H]3[C@H](O)[C@@H](O)[C@@H]2O)cc1
484,CHEMBL1819096,0.899,nM,CCOc1ccc(Cc2cc3c(cc2Cl)OCCCCCOC[C@H]2O[C@@H]3[C@H](O)[C@@H](O)[C@@H]2O)cc1
485,CHEMBL1819097,3.63,nM,CCOc1ccc(Cc2cc3c(cc2Cl)OCCCCCCOC[C@H]2O[C@@H]3[C@H](O)[C@@H](O)[C@@H]2O)cc1
486,CHEMBL1819098,1.59,nM,CCc1ccc(Cc2cc3c(cc2Cl)OCCCOC[C@H]2O[C@@H]3[C@H](O)[C@@H](O)[C@@H]2O)cc1
487,CHEMBL1819099,1.4,nM,CCc1ccc(Cc2cc3c(cc2Cl)OCCCCOC[C@H]2O[C@@H]3[C@H](O)[C@@H](O)[C@@H]2O)cc1
488,CHEMBL1819196,1.38,nM,CCc1ccc(Cc2cc3c(cc2Cl)OCCCCCOC[C@H]2O[C@@H]3[C@H](O)[C@@H](O)[C@@H]2O)cc1
489,CHEMBL1819197,1.4,nM,CCc1ccc(Cc2cc3c(cc2Cl)OCCCCCCOC[C@H]2O[C@@H]3[C@H](O)[C@@H](O)[C@@H]2O)cc1
490,CHEMBL1819198,1.35,nM,CSc1ccc(Cc2cc3c(cc2Cl)OCCCCOC[C@H]2O[C@@H]3[C@H](O)[C@@H](O)[C@@H]2O)cc1
491,CHEMBL1819199,0.778,nM,CSc1ccc(Cc2cc3c(cc2Cl)OCCCCCOC[C@H]2O[C@@H]3[C@H](O)[C@@H](O)[C@@H]2O)cc1
492,CHEMBL1819200,3.65,nM,O[C@@H]1[C@@H](O)[C@H]2O[C@H](COCCCCOc3cc(Cl)c(Cc4ccc5c(c4)OCCO5)cc32)[C@H]1O
493,CHEMBL1819201,1.38,nM,O[C@@H]1[C@@H](O)[C@H]2O[C@H](COCCCCCOc3cc(Cl)c(Cc4ccc5c(c4)OCCO5)cc32)[C@H]1O
494,CHEMBL1830869,86.5,nM,COc1ccc(Cc2cc([C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)sc2Cl)cc1
495,CHEMBL1830870,34.6,nM,CCOc1ccc(Cc2cc([C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)sc2Cl)cc1
496,CHEMBL1830871,140.0,nM,OC[C@H]1O[C@@H](c2cc(Cc3ccc(O)cc3)c(Cl)s2)[C@H](O)[C@@H](O)[C@@H]1O
497,CHEMBL1830872,65.0,nM,CCCOc1ccc(Cc2cc([C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)sc2Cl)cc1
498,CHEMBL1830873,54.6,nM,C=CCOc1ccc(Cc2cc([C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)sc2Cl)cc1
499,CHEMBL1830874,111.0,nM,C#CCOc1ccc(Cc2cc([C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)sc2Cl)cc1
500,CHEMBL1830344,94.0,nM,CC#CCOc1ccc(Cc2cc([C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)sc2Cl)cc1
501,CHEMBL1830345,115.0,nM,COCCOc1ccc(Cc2cc([C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)sc2Cl)cc1
502,CHEMBL1830346,70.7,nM,CCOCCOc1ccc(Cc2cc([C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)sc2Cl)cc1
503,CHEMBL1830347,12.8,nM,CSc1ccc(Cc2cc([C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)sc2Cl)cc1
504,CHEMBL1830348,48.4,nM,CCSc1ccc(Cc2cc([C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)sc2Cl)cc1
505,CHEMBL1830349,11.9,nM,CC(C)Oc1ccc(Cc2cc([C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)sc2Cl)cc1
506,CHEMBL1830350,57.2,nM,OC[C@H]1O[C@@H](c2cc(Cc3ccc(OC4CCCC4)cc3)c(Cl)s2)[C@H](O)[C@@H](O)[C@@H]1O
507,CHEMBL1830351,162.0,nM,OC[C@H]1O[C@@H](c2cc(Cc3ccc(OC4CCOC4)cc3)c(Cl)s2)[C@H](O)[C@@H](O)[C@@H]1O
508,CHEMBL1830352,60.2,nM,Cc1ccc(Cc2cc([C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)sc2Cl)cc1
509,CHEMBL1830353,4.47,nM,CCc1ccc(Cc2cc([C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)sc2Cl)cc1
510,CHEMBL1830354,10.3,nM,CCCc1ccc(Cc2cc([C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)sc2Cl)cc1
511,CHEMBL1830355,91.3,nM,OC[C@H]1O[C@@H](c2cc(Cc3ccc(-c4ccc(F)cc4)s3)c(Cl)s2)[C@H](O)[C@@H](O)[C@@H]1O
512,CHEMBL1830356,11.5,nM,COc1ccc(Cc2cc([C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)sc2C)cc1
513,CHEMBL1830357,8.73,nM,CCOc1ccc(Cc2cc([C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)sc2C)cc1
514,CHEMBL1829078,50.2,nM,Cc1sc([C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)cc1Cc1ccc(O)cc1
515,CHEMBL1829079,27.5,nM,C=CCOc1ccc(Cc2cc([C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)sc2C)cc1
516,CHEMBL1829080,21.1,nM,Cc1sc([C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)cc1Cc1ccc(-c2ccc(F)cc2)s1
517,CHEMBL1829081,71.4,nM,CCOc1ccc(Cc2sc([C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)cc2C)cc1
518,CHEMBL1829082,68.9,nM,COc1ccc(Cc2sc([C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)cc2C)cc1
519,CHEMBL1829083,451.0,nM,Cc1cc([C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)sc1Cc1ccc(Cl)cc1
520,CHEMBL1829084,88.3,nM,Cc1cc([C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)sc1Cc1ccc(C(C)(C)C)cc1
521,CHEMBL1829085,69.6,nM,Cc1ccc(Cc2sc([C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)cc2C)cc1
522,CHEMBL1829086,24.8,nM,CCc1ccc(Cc2sc([C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)cc2C)cc1
523,CHEMBL1829087,59.8,nM,CCCc1ccc(Cc2sc([C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)cc2C)cc1
524,CHEMBL1829088,12.4,nM,CCc1ccc(Cc2sc([C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)c(Br)c2C)cc1
525,CHEMBL1829089,49.5,nM,CCc1ccc(Cc2sc([C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)c(OC)c2C)cc1
526,CHEMBL1829090,29.3,nM,CCc1ccc(Cc2sc([C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)c(C)c2C)cc1
527,CHEMBL2017954,10.0,nM,CCc1ccc(Cc2cccc([C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)c2)cc1
528,CHEMBL2017955,100.0,nM,COc1ccc(Cc2cc([C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)cs2)cc1
529,CHEMBL2017956,70.0,nM,CCc1ccc(Cc2cc([C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)c[nH]2)cc1
530,CHEMBL2018080,610.0,nM,CCc1ccc(Cc2cccc([C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)n2)cc1
531,CHEMBL2018081,4900.0,nM,CCc1ccc(Cc2cncc([C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)n2)cc1
532,CHEMBL2018084,30.0,nM,OC[C@H]1O[C@@H](c2cccc(Cc3cc4ccccc4s3)c2)[C@H](O)[C@@H](O)[C@@H]1O
533,CHEMBL2018085,675.0,nM,OC[C@H]1O[C@@H](c2cccc(Cc3cc4ccccc4o3)c2)[C@H](O)[C@@H](O)[C@@H]1O
534,CHEMBL2018086,6300.0,nM,Cn1c(Cc2cccc([C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)c2)cc2ccccc21
535,CHEMBL2018087,650.0,nM,OC[C@H]1O[C@@H](c2cccc(Cc3nc4ccccc4s3)c2)[C@H](O)[C@@H](O)[C@@H]1O
536,CHEMBL2018088,2300.0,nM,OC[C@H]1O[C@@H](c2cccc(Cc3nc4ccccc4o3)c2)[C@H](O)[C@@H](O)[C@@H]1O
537,CHEMBL2018090,9.8,nM,OC[C@H]1O[C@@H](c2cc(Cc3cc4ccccc4s3)ccc2O)[C@H](O)[C@@H](O)[C@@H]1O
538,CHEMBL2018091,13.0,nM,COc1ccc(Cc2cc3ccccc3s2)cc1[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O
539,CHEMBL2018092,47.0,nM,OC[C@H]1O[C@@H](c2cc(Cc3cc4ccccc4s3)ccc2F)[C@H](O)[C@@H](O)[C@@H]1O
540,CHEMBL2018093,92.0,nM,OC[C@H]1O[C@@H](c2cc(Cc3cc4ccccc4s3)ccc2Cl)[C@H](O)[C@@H](O)[C@@H]1O
541,CHEMBL2018094,75.0,nM,OC[C@H]1O[C@@H](c2ccc(O)c(Cc3cc4ccccc4s3)c2)[C@H](O)[C@@H](O)[C@@H]1O
542,CHEMBL2018095,14.0,nM,COc1ccc([C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)cc1Cc1cc2ccccc2s1
543,CHEMBL2018096,7.4,nM,OC[C@H]1O[C@@H](c2ccc(F)c(Cc3cc4ccccc4s3)c2)[C@H](O)[C@@H](O)[C@@H]1O
544,CHEMBL2018097,3.7,nM,OC[C@H]1O[C@@H](c2ccc(Cl)c(Cc3cc4ccccc4s3)c2)[C@H](O)[C@@H](O)[C@@H]1O
545,CHEMBL450044,260.0,nM,CCOC(=O)OC[C@H]1O[C@@H](Oc2ccccc2Cc2ccc(OC)cc2)[C@H](O)[C@@H](O)[C@@H]1O
546,CHEMBL2048484,6.7,nM,Cc1ccc([C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)cc1Cc1ccc(-c2ccc(F)cc2)s1
547,CHEMBL2048485,73.0,nM,COc1ccc(Cc2cccc([C@@H]3C[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)c2)cc1
548,CHEMBL2048486,49.0,nM,CCc1ccc(Cc2cccc([C@@H]3C[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)c2)cc1
549,CHEMBL2048487,11.0,nM,OC[C@H]1C[C@@H](c2cccc(Cc3ccc(C4CC4)cc3)c2)[C@H](O)[C@@H](O)[C@@H]1O
550,CHEMBL2048488,8.3,nM,CCc1ccc(Cc2cc([C@@H]3C[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)ccc2OC)cc1
551,CHEMBL2048489,100.0,nM,CCc1ccc(Cc2cc([C@]3(O)C[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)ccc2OC)cc1
552,CHEMBL2048490,12.0,nM,CCc1ccc(Cc2ccc(OC)c([C@@H]3C[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)c2)cc1
553,CHEMBL2048491,14.0,nM,CCc1ccc(Cc2ccc(OC)c([C@]3(O)C[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)c2)cc1
554,CHEMBL2048492,19.0,nM,CCOc1ccc(Cc2ccc(CC)cc2)cc1[C@@H]1C[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O
555,CHEMBL2048493,9.9,nM,CCOc1ccc(Cc2ccc(CC)cc2)cc1[C@]1(O)C[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O
556,CHEMBL2048494,52.0,nM,CCc1ccc(Cc2ccc(C)c([C@@H]3C[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)c2)cc1
557,CHEMBL2048495,170.0,nM,CCc1ccc(Cc2ccc(C)c([C@]3(O)C[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)c2)cc1
558,CHEMBL2048496,8.5,nM,CCc1ccc(Cc2cc([C@@H]3C[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)c(OC)cc2OC)cc1
559,CHEMBL2048497,10.0,nM,CCc1ccc(Cc2cc([C@]3(O)C[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)c(OC)cc2OC)cc1
560,CHEMBL2159101,6890.0,nM,Cc1cc(O)ccc1Cc1c(O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)n[nH]c1C(C)C
561,CHEMBL2159102,6010.0,nM,Cc1ccc(Cc2c(O[C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)n[nH]c2C(C)C)c(C)c1
562,CHEMBL2159103,13300.0,nM,CC(C)c1[nH]nc(O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)c1Cc1cccc(O)c1
563,CHEMBL2159104,5980.0,nM,Cc1cccc(Cc2c(O[C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)n[nH]c2C(C)C)c1
564,CHEMBL2159105,3580.0,nM,CC(C)c1[nH]nc(O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)c1Cc1ccc(C#N)cc1
565,CHEMBL2159106,285.0,nM,CC(C)c1[nH]nc(O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)c1Cc1ccc(O)cc1
566,CHEMBL2159107,377.0,nM,COc1ccc(Cc2c(O[C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)n[nH]c2C(C)C)cc1
567,CHEMBL2159108,68.0,nM,CCc1ccc(Cc2c(O[C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)n[nH]c2C(C)C)cc1
568,CHEMBL2159109,231.0,nM,Cc1ccc(Cc2c(O[C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)n[nH]c2C(C)C)cc1
569,CHEMBL2159110,4140.0,nM,CC(C)c1[nH]nc(O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)c1Cc1ccc(F)cc1
570,CHEMBL2159432,65700.0,nM,CC(C)c1[nH]nc(O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)c1Cc1ccccc1C#N
571,CHEMBL2160187,75900.0,nM,CC(C)c1[nH]nc(O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)c1Cc1ccccc1O
572,CHEMBL2160188,204000.0,nM,COc1ccccc1Cc1c(O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)n[nH]c1C(C)C
573,CHEMBL2160189,14100.0,nM,CCc1ccccc1Cc1c(O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)n[nH]c1C(C)C
574,CHEMBL2160190,60500.0,nM,CC(C)c1[nH]nc(O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)c1Cc1ccccc1C(F)(F)F
575,CHEMBL2160191,18500.0,nM,Cc1ccccc1Cc1c(O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)n[nH]c1C(C)C
576,CHEMBL2160192,1390.0,nM,CC(C)c1[nH]nc(O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)c1Cc1ccccc1F
577,CHEMBL2160193,2020.0,nM,CC(C)c1[nH]nc(O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)c1Cc1ccccc1
578,CHEMBL2159089,156000.0,nM,OC[C@H]1O[C@@H](Oc2n[nH]c(C3CC3)c2Cc2ccccc2OCc2ccccc2)[C@H](O)[C@@H](O)[C@@H]1O
579,CHEMBL2159090,64700.0,nM,CC(C)(C)c1[nH]nc(O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)c1Cc1ccccc1OCc1ccccc1
580,CHEMBL2159091,74000.0,nM,CC(C)c1[nH]nc(O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)c1Cc1ccccc1OCc1ccccc1
581,CHEMBL2159092,13900.0,nM,CCc1[nH]nc(O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)c1Cc1ccccc1OCc1ccccc1
582,CHEMBL2159093,5010.0,nM,Cc1[nH]nc(O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)c1Cc1ccccc1OCc1ccccc1
583,CHEMBL2159094,14000.0,nM,OC[C@H]1O[C@@H](Oc2n[nH]c(C(F)(F)F)c2Cc2ccccc2OCc2ccccc2)[C@H](O)[C@@H](O)[C@@H]1O
584,CHEMBL2159095,5680.0,nM,OC[C@H]1O[C@@H](Oc2n[nH]c(C(F)(F)F)c2Cc2cccc(OCc3ccccc3)c2)[C@H](O)[C@@H](O)[C@@H]1O
585,CHEMBL2159100,7.0,nM,OC[C@H]1O[C@@H](Oc2n[nH]c(C(F)(F)F)c2Cc2ccc(OCc3ccccc3)cc2)[C@H](O)[C@@H](O)[C@@H]1O
586,CHEMBL2159099,14900.0,nM,OC[C@H]1O[C@@H](Oc2n[nH]c(C(F)(F)F)c2Cc2ccccc2O)[C@H](O)[C@@H](O)[C@@H]1O
587,CHEMBL2159098,2790.0,nM,OC[C@H]1O[C@@H](Oc2n[nH]c(C(F)(F)F)c2Cc2cccc(O)c2)[C@H](O)[C@@H](O)[C@@H]1O
588,CHEMBL2159097,154.0,nM,OC[C@H]1O[C@@H](Oc2n[nH]c(C(F)(F)F)c2Cc2ccc(O)cc2)[C@H](O)[C@@H](O)[C@@H]1O
589,CHEMBL2159096,342.0,nM,OC[C@H]1O[C@@H](Oc2n[nH]c(C(F)(F)F)c2Cc2ccccc2)[C@H](O)[C@@H](O)[C@@H]1O
590,CHEMBL2172388,240.8,nM,CCc1ccc(Cc2cc3c(cc2-c2ccccc2)CO[C@]32O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)cc1
591,CHEMBL2172387,1.4,nM,C#Cc1cc2c(cc1Cc1ccc(CC)cc1)[C@]1(OC2)O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O
592,CHEMBL2172386,1.4,nM,CCc1ccc(Cc2cc3c(cc2C)CO[C@]32O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)cc1
593,CHEMBL2172385,3.6,nM,CSc1ccc(Cc2ccc3c(c2)[C@]2(OC3)O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)cc1
594,CHEMBL2172384,14.5,nM,OC[C@H]1O[C@]2(OCc3ccc(Cc4ccc(OC(F)(F)F)cc4)cc32)[C@H](O)[C@@H](O)[C@@H]1O
595,CHEMBL2172383,14.2,nM,OC[C@H]1O[C@]2(OCc3ccc(Cc4ccc(C(F)(F)F)cc4)cc32)[C@H](O)[C@@H](O)[C@@H]1O
596,CHEMBL2172382,117.9,nM,N#Cc1ccc(Cc2ccc3c(c2)[C@]2(OC3)O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)cc1
597,CHEMBL2172381,16.8,nM,OC[C@H]1O[C@]2(OCc3ccc(Cc4ccc(Cl)cc4)cc32)[C@H](O)[C@@H](O)[C@@H]1O
598,CHEMBL2172380,122.7,nM,OC[C@H]1O[C@]2(OCc3ccc(Cc4ccc(F)cc4)cc32)[C@H](O)[C@@H](O)[C@@H]1O
599,CHEMBL2172379,29.9,nM,OC[C@H]1O[C@]2(OCc3ccc(Cc4ccc(O)cc4)cc32)[C@H](O)[C@@H](O)[C@@H]1O
600,CHEMBL2172494,1.6,nM,OC[C@H]1O[C@]2(OCc3ccc(Cc4ccc(C5CC5)cc4)cc32)[C@H](O)[C@@H](O)[C@@H]1O
601,CHEMBL2172493,3.2,nM,CC(C)c1ccc(Cc2ccc3c(c2)[C@]2(OC3)O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)cc1
602,CHEMBL2172492,7.5,nM,CCCc1ccc(Cc2ccc3c(c2)[C@]2(OC3)O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)cc1
603,CHEMBL2110731,2.9,nM,CCc1ccc(Cc2ccc3c(c2)[C@]2(OC3)O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)cc1
604,CHEMBL2172491,4.8,nM,Cc1ccc(Cc2ccc3c(c2)[C@]2(OC3)O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)cc1
605,CHEMBL2172389,9.1,nM,COc1ccc(Cc2ccc3c(c2)[C@]2(OC3)O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)cc1
606,CHEMBL2323409,46.0,nM,CC(C)c1[nH]nc(O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)c1Cc1ccc(CCCC(=O)NC(C)(C)C(=O)NCCN(C)C)cc1
